mobileCountryCode,mobileNetworkCode,locationAreaCode,cellId,primaryScramblingCode,timeFirst,timeLast,gpsLat,gpsLong
310,410,33803,92711814,2147483647,2016-08-04 05:11:27 +0000,2016-08-04 05:14:26 +0000,36.1106217,-115.1788324
310,410,33803,92166678,2147483647,2016-08-04 05:13:20 +0000,2016-08-04 05:14:09 +0000,36.10939487,-115.1768391
310,410,33803,92357254,2147483647,2016-08-04 05:21:14 +0000,2016-08-04 05:21:23 +0000,36.1105228,-115.1752377
310,410,33803,92357246,2147483647,2016-08-04 05:21:31 +0000,2016-08-04 05:23:33 +0000,36.1094351,-115.1790966
310,410,33803,92357253,2147483647,2016-08-04 05:24:23 +0000,2016-08-04 05:24:23 +0000,36.1100792,-115.1745393
310,410,33808,92192101,2147483647,2016-08-04 05:27:28 +0000,2016-08-04 05:27:28 +0000,36.10946107,-115.172224
310,410,33808,92268816,2147483647,2016-08-04 05:28:25 +0000,2016-08-04 05:28:25 +0000,36.11047717,-115.1731469
310,410,33808,92268809,2147483647,2016-08-04 05:28:40 +0000,2016-08-04 05:28:40 +0000,36.11082139,-115.1732049
310,410,33808,92268810,2147483647,2016-08-04 05:28:54 +0000,2016-08-04 05:28:54 +0000,36.11113241,-115.1729949
310,410,33808,92191498,2147483647,2016-08-04 05:30:02 +0000,2016-08-04 05:30:02 +0000,36.1131099,-115.1730463
310,410,33803,92191505,2147483647,2016-08-04 05:39:16 +0000,2016-08-04 05:39:16 +0000,36.1144696,-115.1750308
310,410,33803,92268817,2147483647,2016-08-04 05:41:08 +0000,2016-08-04 05:41:45 +0000,36.111476,-115.1739405
310,410,36989,34015051,75,2016-08-04 07:46:57 +0000,2016-08-04 18:49:34 +0000,36.1132519,-115.1705739
310,410,33805,92191504,2147483647,2016-08-04 05:52:06 +0000,2016-08-04 05:52:06 +0000,36.1150805,-115.1758533
310,410,33805,92191512,2147483647,2016-08-04 05:56:50 +0000,2016-08-04 05:56:50 +0000,36.1145518,-115.1750441
310,410,33803,92218903,2147483647,2016-08-04 05:59:40 +0000,2016-08-07 16:23:57 +0000,36.1134656,-115.1678298
310,410,36989,34045185,250,2016-08-04 06:51:50 +0000,2016-08-04 14:46:03 +0000,36.1138189,-115.1694622
310,410,36989,34045045,91,2016-08-04 07:44:15 +0000,2016-08-04 14:48:56 +0000,36.11274858,-115.1699522
310,410,36989,34015191,136,2016-08-04 08:15:19 +0000,2016-08-04 18:51:47 +0000,36.1127812,-115.1698328
310,410,36989,34015291,411,2016-08-04 08:17:45 +0000,2016-08-04 08:17:49 +0000,36.11401545,-115.1705411
310,410,36989,34045285,262,2016-08-04 08:18:06 +0000,2016-08-04 08:18:38 +0000,36.11407424,-115.1713806
310,410,36989,34047435,137,2016-08-04 08:18:48 +0000,2016-08-04 16:28:37 +0000,36.1143456,-115.1727972
310,410,36989,34017435,5,2016-08-04 08:20:31 +0000,2016-08-04 17:32:31 +0000,36.11383403,-115.172912
310,410,36989,34014423,190,2016-08-04 08:21:29 +0000,2016-08-04 17:28:59 +0000,36.11668233,-115.1732147
310,410,36989,34015223,344,2016-08-04 08:22:00 +0000,2016-08-04 08:22:00 +0000,36.1132945,-115.17465
310,410,36989,34045156,418,2016-08-04 08:25:22 +0000,2016-08-04 08:25:22 +0000,36.1170438,-115.1735383
310,410,36989,34014422,456,2016-08-04 12:19:40 +0000,2016-08-04 17:28:30 +0000,36.1162415,-115.1742794
310,410,36989,34146093,456,2016-08-04 12:20:20 +0000,2016-08-04 17:11:14 +0000,36.11491171,-115.1760227
310,410,36986,34146093,391,2016-08-04 12:22:59 +0000,2016-08-04 12:22:59 +0000,36.1078168,-115.1820609
310,410,36989,34015162,456,2016-08-04 12:29:22 +0000,2016-08-04 17:14:52 +0000,36.1159233,-115.1742794
